DT_AGG,DT_FILTER,DT_TYPE,MERCH_CLASSIFICATION1,MERCH_CLASSIFICATION2,CATEGORY_LEVEL1,CATEGORY_LEVEL2,CATEGORY_LEVEL3,MANUFACTURER_NAME,PARENT_COMPANY,CAMPAIGNS,SKUS,ZONE_ID,AD_TYPE,SOURCE,PAGE_TYPE,SLOT_NAME,BUDGET_DAILY,BUDGET_MONTHLY,BUDGET_LIFETIME,BUDGET_TOTAL_DAILY,IMPRESSIONS,CLICKS,REVENUE,QUANTITY,LTV_QUANTITY,DIRECT_SALES,LTV_SALES,QUANTITY_24H,DIRECT_24H,LTV_QUANTITY_24H,LTV_SALES_24H,REQUESTS,REQUEST_FILLED,REQUESTED_ADS,SELECTED_ADS,BUDGET_GOAL,TARGET_GOAL,API_PARTNER
2026-01-11,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Inlet Trading","Inlet Trading",744417444,863670,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",32,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262378,1053942,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",347,6,25.77,2,10,127.98,654.60,2.00,127.98,10,654,"","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262378,1053942,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",380,5,23.64,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262378,1053926,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","","","","",1,6,63.99,383.60,1.00,63.99,6,384,"","","","","","",adplatform_alpha
2026-01-11,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",746262378,1053926,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","","","","",1,6,63.99,384.21,1.00,63.99,6,384,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Yellowstone Co","Yellowstone Co",748737009,270967,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",4,1,1.00,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Deluxe,"Inlet Trading","Inlet Trading",861558275,1475534,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Yellowstone Co","Yellowstone Co",748737009,1064726,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","","",4,14.19,5,26,339.80,1687.37,1.00,67.96,5,336,"","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",805254000,839094,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Starlight Co","Evergreen Brands",854655143,99541,321456,"Sponsored Brand Video",NMA,Search,"22130 : SPONSORED_BRAND_NMA_VIDEO_SEARCH_ATF_SLOT","","","","",11,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Standard,"Paper Products",Envelopes,Classic,"Starlight Co","Starlight Co",744370148,148479,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",640,46,116.95,17,45,662.83,1701.83,15.00,584.85,40,1502,"","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Yellowstone Co","Yellowstone Co",745308733,1946646,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Evergreen Brands","Evergreen Brands",861677077,1677038,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,357189,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,271912,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,357241,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,271929,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",5,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Inlet Trading","Inlet Trading",752012854,647838,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Recycled,"Writing Instruments",Folders,Premium,"Quest Enterprises","Quest Enterprises",833422316,250545,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",17,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Inlet Trading","Redwood Corp",861163280,301519,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Premium,"Inlet Trading","Redwood Corp",861163280,183981,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Yellowstone Co","Evergreen Brands",755270894,234090,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Yellowstone Co","Evergreen Brands",755270894,165253,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Classic,"Inlet Trading","Inlet Trading",748747922,1503182,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Classic,"Inlet Trading","Inlet Trading",748747922,1554990,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",4,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments","Specialty Paper",Premium,"Inlet Trading","Inlet Trading",861464836,2110086,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",3,1,0.70,"","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Compact,"Writing Instruments","Specialty Paper",Premium,"Inlet Trading","Inlet Trading",861464836,2110086,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",20,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Bulk,"Presentation Supplies",Posters,XL,"Oakwood Industries","Oakwood Industries",861196187,870878,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Trident Industries","Trident Industries",836447477,265653,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Business Essentials",Bulk,"Cleaning Supplies",General,Modern,"Inlet Trading","Inlet Trading",861907223,1356366,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",50,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Evergreen Brands","Evergreen Brands",756384284,173799,315391,"Sponsored Product",SFW,Deals,"22060 : DEALS_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Modern,"Evergreen Brands","Vanguard Corp",749633369,899814,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",""
2026-01-05,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Deluxe,"Evergreen Brands","Evergreen Brands",756384284,173799,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",6,1,0.50,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Oakwood Industries","Oakwood Industries",746313810,100745,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",24,1,4.36,"","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Bulk,"Writing Instruments","Copy Paper","Heavy Duty","Evergreen Brands","Evergreen Brands",751970999,695014,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Deluxe,"Evergreen Brands","Evergreen Brands",742991515,663022,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",8,1,3.00,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-06,day,Demand,"Premium Office",Bulk,"Writing Instruments",Envelopes,"Heavy Duty","Starlight Co","Oakwood Industries",751709807,950278,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",""
2026-01-06,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Yellowstone Co","Evergreen Brands",755270894,165214,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",15,"","",1,3,135.49,388.21,1.00,135.49,3,388,"","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",854125916,86777,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Business Essentials",Premium,"Writing Instruments",Folders,Compact,"Starlight Co","Starlight Co",862024623,1426374,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Professional Grade",Specialty,"Writing Instruments",General,Classic,"Yellowstone Co","Yellowstone Co",748710204,1600046,315395,"Sponsored Product",SFW,PDP,"22100 : HERO_PROMO_SLOT","","","","",46,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Evergreen Brands","Evergreen Brands",861630585,616942,315394,"Sponsored Brand",SFW,Browse,"22085 : SPONSORED_BRAND_BROWSE_ATF_SLOT","","","","",1,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Premium,"Horizon Products","Horizon Products",862007783,1589622,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",4,1,0.55,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Evergreen Brands","Evergreen Brands",776228763,1525454,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",7,"","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Evergreen Brands","Evergreen Brands",776228763,1525758,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",54,1,2.31,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Writing Instruments","Index Cards",Classic,"Yellowstone Co","Yellowstone Co",830765247,1633742,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Business Essentials",Bulk,"Technology Accessories",Folders,Compact,"Oakwood Industries","Oakwood Industries",742294750,1041462,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",8,1,1.09,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Starlight Co","Evergreen Brands",829241081,1653678,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Modern,"Evergreen Brands","Evergreen Brands",776228763,1525758,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",40,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Notebooks,Eco,"Yellowstone Co","Yellowstone Co",861332069,1720038,315401,"Sponsored Product",NMA,Deals,"22070 : NMA_DEALS_ATF_SLOT","","","","",35,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Yellowstone Co","Redwood Corp",794484327,1060270,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Premium,"Yellowstone Co","Yellowstone Co",852297942,732278,315396,"Sponsored Product",NMA,PDP,"22035 : NMA_PDP_BTF_SLOT","","","","",99,2,1.01,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Evergreen Brands","Evergreen Brands",861558576,2282846,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",35,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Deluxe,"Evergreen Brands","Evergreen Brands",745240765,60383,315390,"Sponsored Product",SFW,PDP,"22030 : PDP_BTF_SLOT","","","","",152,"","","","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Business Essentials",Bulk,"Breakroom Supplies",Coffee,Modern,"Inlet Trading","Evergreen Brands",861920030,235257,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",7,1,5.20,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Recycled,"Paper Products","Specialty Paper",Deluxe,"Yellowstone Co","Yellowstone Co",862085657,1052198,"","Sponsored Product","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Compact,"Evergreen Brands","Evergreen Brands",861473862,2196318,321455,"Sponsored Brand Video",NMA,Browse,"22125 : SPONSORED_BRAND_NMA_VIDEO_BROWSE_ATF_SLOT","","","","",23,1,3.33,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Compact,"Pinnacle Supply","Pinnacle Supply",737516876,231057,"","Sponsored Product","","","",75,"","",75.000000,"","","","","","","","","","","","","","","","","",""
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Evergreen Brands","Evergreen Brands",845332703,289611,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",174,4,13.50,"","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Evergreen Brands","Evergreen Brands",755201142,979910,"","Sponsored Brand","","","","","","",0.000000,"","","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-10,day,Demand,"Premium Office",Premium,"Paper Products",General,Compact,"Evergreen Brands","Evergreen Brands",755201142,1291414,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",2,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Compact,"Writing Instruments",Binders,Compact,"Unity Brands","Unity Brands",836459077,106039,315403,"Sponsored Brand",NMA,Search,"22090 : SPONSORED_BRAND_NMA_SEARCH_ATF_SLOT","","","","",5,1,4.33,1,3,15.99,39.37,1.00,15.99,3,39,"","","","","","",""
2026-01-10,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Premium,"Evergreen Brands","Evergreen Brands",750552992,155855,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",15,2,1.24,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",814654160,259561,315397,"Sponsored Product",NMA,Search,"22040 : NMA_SEARCH_ATF_SLOT","","","","",6,"","","","","","","","","","","","","","","","",adplatform_alpha
2026-01-09,day,Demand,"Premium Office",Recycled,"Writing Instruments",Notebooks,Deluxe,"Evergreen Brands","Evergreen Brands",745240765,60375,315386,"Sponsored Product",SFW,Search,"22005 : SEARCH_ATF_SLOT","","","","",168,10,5.95,2,2,179.98,179.98,2.00,179.98,2,180,"","","","","","",""
2026-01-10,day,Demand,"Premium Office",Compact,"Writing Instruments",General,Classic,"Oakwood Industries","Oakwood Industries",861936924,49778,315388,"Sponsored Product",SFW,Browse,"22020 : BROWSE_ATF_SLOT","","","","",119,1,5.50,"","","","","","","","","","","","","","",""
2026-01-10,day,Demand,"Premium Office",Recycled,"Writing Instruments",Envelopes,Premium,"Evergreen Brands","Evergreen Brands",750552992,155842,315399,"Sponsored Product",NMA,Browse,"22050 : NMA_BROWSE_ATF_SLOT","","","","",3,"","","","","","","","","","","","","","","","",""
